Classes,Old Price,Price Change,New Price,date_range,brand,model
Hyundai Elantra AD A/T / Modern 2026,1080000.0,-50000.0,1030000.0,2025-09-01,Hyundai,Elantra AD A/T / Modern 2026
Hyundai Elantra AD A/T / Smart 2026,995000.0,-50000.0,945000.0,2025-09-01,Hyundai,Elantra AD A/T / Smart 2026
Chery Tiggo 7 A/T / Highline 2026,1080000.0,-81000.0,999000.0,2025-09-01,Chery,Tiggo 7 A/T / Highline 2026
Chery Tiggo 7 A/T /  Baseline 2026,995000.0,-66000.0,929000.0,2025-09-01,Chery,Tiggo 7 A/T /  Baseline 2026
Chery Tiggo 4 Pro A/T / Highline / Turbo 2026,1055000.0,-75000.0,980000.0,2025-09-01,Chery,Tiggo 4 Pro A/T / Highline / Turbo 2026
Chery Tiggo 4 Pro A/T / Luxury 2026,980000.0,-65000.0,915000.0,2025-09-01,Chery,Tiggo 4 Pro A/T / Luxury 2026
Chery Tiggo 4 Pro A/T / Comfort 2026,900000.0,-25000.0,875000.0,2025-09-01,Chery,Tiggo 4 Pro A/T / Comfort 2026
Chery EQ7 Automtic 2026,1720000.0,-121000.0,1599000.0,2025-09-01,Chery,EQ7 Automtic 2026
Geely Cool Ray A/T / Sport (AUTO MOBILITY) Local simplified 2025,1299000.0,-100000.0,1199000.0,2025-08-27,Geely,Cool Ray A/T / Sport (AUTO MOBILITY) Local simplified 2025
Geely Cool Ray A/T / Premium ( AUTO MOBILITY) Local simplified 2025,1199000.0,-100000.0,1099000.0,2025-08-27,Geely,Cool Ray A/T / Premium ( AUTO MOBILITY) Local simplified 2025
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,1099000.0,-100000.0,999000.0,2025-08-27,Geely,Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,999000.0,100000.0,1099000.0,2025-08-27,Geely,Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,1099000.0,-100000.0,999000.0,2025-08-27,Geely,Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025
Geely Emgrand Automtic / Luxury /  ( AUTO MOBILITY)Local simplified 2025,999000.0,-60000.0,939000.0,2025-08-27,Geely,Emgrand Automtic / Luxury /  ( AUTO MOBILITY)Local simplified 2025
Geely Emgrand Automatic / Comfort /  ( AUTO MOBILITY)Local simplified 2025,879000.0,-40000.0,839000.0,2025-08-27,Geely,Emgrand Automatic / Comfort /  ( AUTO MOBILITY)Local simplified 2025
GAC Empow A/T / GE S-Style 2025,1385000.0,-45000.0,1340000.0,2025-08-27,GAC,Empow A/T / GE S-Style 2025
GAC Empow A/T / GB 2025,1275000.0,-45000.0,1230000.0,2025-08-27,GAC,Empow A/T / GB 2025
GAC Empow A/T / GS 2025,1125000.0,-45000.0,1080000.0,2025-08-27,GAC,Empow A/T / GS 2025
Mitsubishi Mirage A/T / Highline 2025,805000.0,-50000.0,755000.0,2025-08-26,Mitsubishi,Mirage A/T / Highline 2025
Mitsubishi Attrage A/T / Highline 2025,790000.0,-50000.0,740000.0,2025-08-26,Mitsubishi,Attrage A/T / Highline 2025
Mitsubishi Eclipse Cross A/T / INFINITY - PL AWD 2025,1880000.0,-140000.0,1740000.0,2025-08-26,Mitsubishi,Eclipse Cross A/T / INFINITY - PL AWD 2025
Mitsubishi Eclipse Cross A/T / Instyle TL 2025,1800000.0,-140000.0,1660000.0,2025-08-26,Mitsubishi,Eclipse Cross A/T / Instyle TL 2025
Mitsubishi Eclipse Cross A/T / Inspire - HL 2025,1750000.0,-150000.0,1600000.0,2025-08-26,Mitsubishi,Eclipse Cross A/T / Inspire - HL 2025
Mitsubishi Eclipse Cross A/T / Insport PLUS - ML PLUS 2025,1700000.0,-170000.0,1530000.0,2025-08-26,Mitsubishi,Eclipse Cross A/T / Insport PLUS - ML PLUS 2025
Mitsubishi Eclipse Cross A/T / Insport BL 2025,1650000.0,-170000.0,1480000.0,2025-08-26,Mitsubishi,Eclipse Cross A/T / Insport BL 2025
Mitsubishi Outlander Sport Automtic / PREMIUM LINE 2025,1550000.0,-100000.0,1450000.0,2025-08-26,Mitsubishi,Outlander Sport Automtic / PREMIUM LINE 2025
Mitsubishi Outlander Sport Automtic / HIGH LINE 2025,1425000.0,-100000.0,1325000.0,2025-08-26,Mitsubishi,Outlander Sport Automtic / HIGH LINE 2025
Mitsubishi Outlander Sport A/T / Midline 2025,1375000.0,-100000.0,1275000.0,2025-08-26,Mitsubishi,Outlander Sport A/T / Midline 2025
Jetour X70 Plus A/T / Luxury local 2025,1130000.0,30000.0,1160000.0,2025-08-25,Jetour,X70 Plus A/T / Luxury local 2025
Vgv U70P Plus A/T / Highline 2025,1069900.0,-50000.0,1019900.0,2025-08-25,Vgv,U70P Plus A/T / Highline 2025
Vgv U70Pro Plus A/T / Top Line 2025,1189990.0,-90090.0,1099900.0,2025-08-25,Vgv,U70Pro Plus A/T / Top Line 2025
Kaiyi X3 Pro A/T / Flagship 2026,995000.0,-46250.0,948750.0,2025-08-24,Kaiyi,X3 Pro A/T / Flagship 2026
Kaiyi X3 Pro A/T / Top Line 2026,945000.0,-30000.0,915000.0,2025-08-24,Kaiyi,X3 Pro A/T / Top Line 2026
MG HS A/T / Luxury 2026,1450000.0,150000.0,1600000.0,2025-08-24,MG,HS A/T / Luxury 2026
Changan UNI-V A/T / Flagship 2026,1325000.0,25000.0,1350000.0,2025-08-24,Changan,UNI-V A/T / Flagship 2026
MG HS A/T / Luxury 2026,1600000.0,-150000.0,1450000.0,2025-08-24,MG,HS A/T / Luxury 2026
MG RX5 Plus A/T / Luxury 2026,1490000.0,-110000.0,1380000.0,2025-08-24,MG,RX5 Plus A/T / Luxury 2026
MG One A/T / Luxury 2026,1420000.0,-120100.0,1299900.0,2025-08-24,MG,One A/T / Luxury 2026
Ds Ds4 A/T / Performance Line 2024,2150000.0,-50000.0,2100000.0,2025-08-20,Ds,Ds4 A/T / Performance Line 2024
Lynkco 06 A/T / Hyper Halo 2025,1599000.0,-149000.0,1450000.0,2025-08-17,Lynkco,06 A/T / Hyper Halo 2025
Lynkco 06 A/T / Hyper Pro 2025,1499000.0,-149000.0,1350000.0,2025-08-17,Lynkco,06 A/T / Hyper Pro 2025
Lynkco 06 A/T / Core Plus 2025,1389000.0,-139000.0,1250000.0,2025-08-17,Lynkco,06 A/T / Core Plus 2025
GAC GS4 Automtic / GE 2025,1385000.0,-30000.0,1355000.0,2025-08-10,GAC,GS4 Automtic / GE 2025
GAC GS4 Automtic / GB 2025,1315000.0,-50000.0,1265000.0,2025-08-10,GAC,GS4 Automtic / GB 2025
GAC GS4 Automtic / GS 2025,1235000.0,-50000.0,1185000.0,2025-08-10,GAC,GS4 Automtic / GS 2025
Chevrolet Optra A/T / Lt 2026,790000.0,-20100.0,769900.0,2025-08-07,Chevrolet,Optra A/T / Lt 2026
Chevrolet Optra A/T / Ls 2026,765000.0,-20100.0,744900.0,2025-08-07,Chevrolet,Optra A/T / Ls 2026
Chevrolet Captiva A/T / LV3 (7seats) 2025,1550000.0,-350000.0,1200000.0,2025-08-07,Chevrolet,Captiva A/T / LV3 (7seats) 2025
Chevrolet Captiva A/T / LV3 2025,1500000.0,-350000.0,1150000.0,2025-08-07,Chevrolet,Captiva A/T / LV3 2025
Geely Starray A/T / Sport +( AUTO MOBILITY) 2025,1879000.0,-110000.0,1769000.0,2025-08-06,Geely,Starray A/T / Sport +( AUTO MOBILITY) 2025
Geely Starray A/T / Sport ( AUTO MOBILITY) 2025,1799000.0,-100000.0,1699000.0,2025-08-06,Geely,Starray A/T / Sport ( AUTO MOBILITY) 2025
Geely Starray A/T / Premium ( AUTO MOBILITY) 2025,1699000.0,-100000.0,1599000.0,2025-08-06,Geely,Starray A/T / Premium ( AUTO MOBILITY) 2025
Geely Starray A/T / Comfort ( AUTO MOBILITY) 2025,1599000.0,-100000.0,1499000.0,2025-08-06,Geely,Starray A/T / Comfort ( AUTO MOBILITY) 2025
Changan Eado plus A/T / Flagship 2026,1250000.0,15000.0,1265000.0,2025-08-04,Changan,Eado plus A/T / Flagship 2026
Changan Eado plus A/T / Premium 2026,1150000.0,15000.0,1165000.0,2025-08-04,Changan,Eado plus A/T / Premium 2026
Changan Eado plus A/T / Elite 2026,1050000.0,15000.0,1065000.0,2025-08-04,Changan,Eado plus A/T / Elite 2026
Changan UNI-V A/T / Flagship 2026,1300000.0,25000.0,1325000.0,2025-08-04,Changan,UNI-V A/T / Flagship 2026
GAC GS3  Emzoom Automatic / RS Style 2025,1465000.0,-80000.0,1385000.0,2025-08-03,GAC,GS3  Emzoom Automatic / RS Style 2025
GAC GS3  Emzoom Automatic / GL 2025,1355000.0,-100000.0,1255000.0,2025-08-03,GAC,GS3  Emzoom Automatic / GL 2025
GAC GS3  Emzoom Automtic / GB 2025,1255000.0,-100000.0,1155000.0,2025-08-03,GAC,GS3  Emzoom Automtic / GB 2025
GAC GS3  Emzoom Automtic /GS 2025,1195000.0,-100000.0,1095000.0,2025-08-03,GAC,GS3  Emzoom Automtic /GS 2025
GAC Empow A/T / GE S-Style 2025,1425000.0,-40000.0,1385000.0,2025-08-03,GAC,Empow A/T / GE S-Style 2025
GAC Empow A/T / GB 2025,1315000.0,-40000.0,1275000.0,2025-08-03,GAC,Empow A/T / GB 2025
GAC Empow A/T / GS 2025,1165000.0,-40000.0,1125000.0,2025-08-03,GAC,Empow A/T / GS 2025
Hyundai Tucson A/T / SHADOW 2025,1650000.0,-51000.0,1599000.0,2025-08-03,Hyundai,Tucson A/T / SHADOW 2025
Hyundai Tucson A/T / N-Line 2025,2350000.0,-151000.0,2199000.0,2025-08-03,Hyundai,Tucson A/T / N-Line 2025
Hyundai Tucson A/T / BLACK DIAMOND 2025,2250000.0,-151000.0,2099000.0,2025-08-03,Hyundai,Tucson A/T / BLACK DIAMOND 2025
Hyundai Tucson A/T / NIGHT 2025,2100000.0,-101000.0,1999000.0,2025-08-03,Hyundai,Tucson A/T / NIGHT 2025
Hyundai Tucson A/T / Redine 2025,1900000.0,-51000.0,1849000.0,2025-08-03,Hyundai,Tucson A/T / Redine 2025
Hyundai Tucson A/T / Blaze 2025,1790000.0,-41000.0,1749000.0,2025-08-03,Hyundai,Tucson A/T / Blaze 2025
Jetour X90 Plus A/T / Luxury 2025,1664000.0,-194000.0,1470000.0,2025-08-03,Jetour,X90 Plus A/T / Luxury 2025
Jetour X70 Plus A/T / Luxury local 2025,1195000.0,-65000.0,1130000.0,2025-08-03,Jetour,X70 Plus A/T / Luxury local 2025
Changan CS 35 Plus A/T / FLAGSHIP 2025,1200000.0,-50000.0,1150000.0,2025-08-03,Changan,CS 35 Plus A/T / FLAGSHIP 2025
Changan CS 35 Plus A/T / PREMIUM 2025,1100000.0,-50000.0,1050000.0,2025-08-03,Changan,CS 35 Plus A/T / PREMIUM 2025
Changan CS 35 Plus A/T / ELITE 2025,999000.0,-49000.0,950000.0,2025-08-03,Changan,CS 35 Plus A/T / ELITE 2025
Chery Tiggo 8 Pro A/T / Flagship 2025,1690000.0,-215000.0,1475000.0,2025-08-03,Chery,Tiggo 8 Pro A/T / Flagship 2025
Chery Tiggo 8 Pro A/T / Luxury 2025,1590000.0,-215000.0,1375000.0,2025-08-03,Chery,Tiggo 8 Pro A/T / Luxury 2025
Chery Tiggo 7 pro A/T / Luxury 2025,1350000.0,-140000.0,1210000.0,2025-08-03,Chery,Tiggo 7 pro A/T / Luxury 2025
Chery Tiggo 7 pro A/T / Comfort 2025,1250000.0,-140000.0,1110000.0,2025-08-03,Chery,Tiggo 7 pro A/T / Comfort 2025
Bestune T55 A/T / PREMIUM PLUS 2025,1175000.0,-120000.0,1055000.0,2025-08-03,Bestune,T55 A/T / PREMIUM PLUS 2025
Bestune B70S A/T / Limousine 2025,1375000.0,-100000.0,1275000.0,2025-08-03,Bestune,B70S A/T / Limousine 2025
Bestune B70S A/T / Premium 2025,1355000.0,-100000.0,1255000.0,2025-08-03,Bestune,B70S A/T / Premium 2025
Bestune T77 Pro A/T / Premium 2025,1385000.0,-110000.0,1275000.0,2025-08-03,Bestune,T77 Pro A/T / Premium 2025
Chery Tiggo 8 Pro A/T / Flagship 2026,1700000.0,-225000.0,1475000.0,2025-08-03,Chery,Tiggo 8 Pro A/T / Flagship 2026
Chery Tiggo 8 Pro A/T / Luxury 2026,1600000.0,-225000.0,1375000.0,2025-08-03,Chery,Tiggo 8 Pro A/T / Luxury 2026
Chery Tiggo 7 pro A/T / Luxury 2026,1370000.0,-140000.0,1230000.0,2025-08-03,Chery,Tiggo 7 pro A/T / Luxury 2026
Chery Tiggo 7 pro A/T / Comfort 2026,1270000.0,-140000.0,1130000.0,2025-08-03,Chery,Tiggo 7 pro A/T / Comfort 2026
Chery Arrizo 5 AT / HIGHLINE 2026,755000.0,-20000.0,735000.0,2025-08-03,Chery,Arrizo 5 AT / HIGHLINE 2026
Chery Arrizo 5 AT / BASELINE Leather 2026,725000.0,-20000.0,705000.0,2025-08-03,Chery,Arrizo 5 AT / BASELINE Leather 2026
Chery Arrizo 5 Manual / Base Line  / Leather 2026,675000.0,-20000.0,655000.0,2025-08-03,Chery,Arrizo 5 Manual / Base Line  / Leather 2026
Haval H6 HEV A/T / High Deluxe 2026,1795000.0,-105000.0,1690000.0,2025-07-16,Haval,H6 HEV A/T / High Deluxe 2026
Haval H6 HEV A/T / High Deluxe 2025,1775000.0,-115000.0,1660000.0,2025-07-16,Haval,H6 HEV A/T / High Deluxe 2025
Haval H6 A/T / Top Line 2025,1620000.0,-171000.0,1449000.0,2025-07-16,Haval,H6 A/T / Top Line 2025
Haval H6 A/T / Deluxe SR 2025,1500000.0,-171000.0,1329000.0,2025-07-16,Haval,H6 A/T / Deluxe SR 2025
Haval H6 A/T / Deluxe 2025,1470000.0,-171000.0,1299000.0,2025-07-16,Haval,H6 A/T / Deluxe 2025
Haval H6 A/T / Standard 2025,1350000.0,-171000.0,1179000.0,2025-07-16,Haval,H6 A/T / Standard 2025
Haval Jolion Pro A/T / High Deluxe 2025,1390000.0,-50000.0,1340000.0,2025-07-16,Haval,Jolion Pro A/T / High Deluxe 2025
Haval Jolion A/T / High Deluxe 2025,1370000.0,-70000.0,1300000.0,2025-07-16,Haval,Jolion A/T / High Deluxe 2025
Haval Jolion A/T / Deluxe SR 2025,1320000.0,-70000.0,1250000.0,2025-07-16,Haval,Jolion A/T / Deluxe SR 2025
Haval Jolion A/T / Deluxe 2025,1240000.0,-70000.0,1170000.0,2025-07-16,Haval,Jolion A/T / Deluxe 2025
Haval Jolion A/T / Standard 2025,1150000.0,-70000.0,1080000.0,2025-07-16,Haval,Jolion A/T / Standard 2025
Chery Tiggo 7 A/T /  Baseline 2026,955000.0,40000.0,995000.0,2025-07-13,Chery,Tiggo 7 A/T /  Baseline 2026
Jeep Grand Cherokee L Automtic 2025,5400000.0,200000.0,5600000.0,2025-07-09,Jeep,Grand Cherokee L Automtic 2025
Subaru XV Crosstrek Automtic 2024,2450000.0,-150000.0,2300000.0,2025-07-07,Subaru,XV Crosstrek Automtic 2024
Volkswagen Golf A/T / Life 2025,1850000.0,-100000.0,1750000.0,2025-07-06,Volkswagen,Golf A/T / Life 2025
Volkswagen Touareg A/T / R-Line 2025,4250000.0,200000.0,4450000.0,2025-07-06,Volkswagen,Touareg A/T / R-Line 2025
Volkswagen Tiguan A/T / R-Line 2025,2650000.0,-100000.0,2550000.0,2025-07-06,Volkswagen,Tiguan A/T / R-Line 2025
Chery Tiggo 8 A/T / Luxury 7 Seats 2026,1320000.0,-70000.0,1250000.0,2025-07-02,Chery,Tiggo 8 A/T / Luxury 7 Seats 2026
Chery Tiggo 8 A/T / Comfort 7 Seats 2026,1195000.0,-70000.0,1125000.0,2025-07-02,Chery,Tiggo 8 A/T / Comfort 7 Seats 2026
Chery Tiggo 8 A/T / Luxury 2026,1265000.0,-70000.0,1195000.0,2025-07-02,Chery,Tiggo 8 A/T / Luxury 2026
Chery Tiggo 7 A/T / Highline 2026,1110000.0,-30000.0,1080000.0,2025-07-02,Chery,Tiggo 7 A/T / Highline 2026
Chery Tiggo 7 A/T /  Baseline 2026,1025000.0,-70000.0,955000.0,2025-07-02,Chery,Tiggo 7 A/T /  Baseline 2026
Chery Tiggo 4 Pro A/T / Highline / Turbo 2026,1080000.0,-25000.0,1055000.0,2025-07-02,Chery,Tiggo 4 Pro A/T / Highline / Turbo 2026
Chery Tiggo 4 Pro A/T / Luxury 2026,1005000.0,-25000.0,980000.0,2025-07-02,Chery,Tiggo 4 Pro A/T / Luxury 2026
Chery Tiggo 4 Pro A/T / Comfort 2026,925000.0,-25000.0,900000.0,2025-07-02,Chery,Tiggo 4 Pro A/T / Comfort 2026
Nissan Sunny A/T / Super Saloon 2026,795000.0,15000.0,810000.0,2025-07-01,Nissan,Sunny A/T / Super Saloon 2026
Nissan Sunny A/T / plus 2026,765000.0,15000.0,780000.0,2025-07-01,Nissan,Sunny A/T / plus 2026
Nissan Sunny A/T / Baseline 2026,710000.0,25000.0,735000.0,2025-07-01,Nissan,Sunny A/T / Baseline 2026
Nissan Sentra A/T / Highline 2026,999000.0,-111000.0,888000.0,2025-07-01,Nissan,Sentra A/T / Highline 2026
Jac JS4 A/T / Ultimat 2025,1069900.0,-71900.0,998000.0,2025-06-29,Jac,JS4 A/T / Ultimat 2025
Jac J7 A/T / Ultimate 2025,1069900.0,-71900.0,998000.0,2025-06-29,Jac,J7 A/T / Ultimate 2025
KGM Torres Automtic /adventure plus 4*4 2025,2190000.0,-100000.0,2090000.0,2025-06-17,KGM,Torres Automtic /adventure plus 4*4 2025
KGM Torres A/T / Luxury 2025,2090000.0,-100000.0,1990000.0,2025-06-17,KGM,Torres A/T / Luxury 2025
KGM Torres A/T / Premium 2025,1925000.0,-76000.0,1849000.0,2025-06-17,KGM,Torres A/T / Premium 2025
KGM Torres Automtic /advanced 2025,1799000.0,-100000.0,1699000.0,2025-06-17,KGM,Torres Automtic /advanced 2025
KGM Torres Automtic /comfort 2025,1675000.0,-100000.0,1575000.0,2025-06-17,KGM,Torres Automtic /comfort 2025
Hyundai Santa Fe A/T / 4w 2025,3900000.0,-250000.0,3650000.0,2025-06-12,Hyundai,Santa Fe A/T / 4w 2025
Hyundai Santa Fe Automtic 2025,3350000.0,-200000.0,3150000.0,2025-06-12,Hyundai,Santa Fe Automtic 2025
Vgv U70 Pro A/T / Top Line 2024,1059900.0,-10000.0,1049900.0,2025-06-04,Vgv,U70 Pro A/T / Top Line 2024
Nissan Sunny A/T / Baseline 2026,695000.0,15000.0,710000.0,2025-06-02,Nissan,Sunny A/T / Baseline 2026
Volvo EX30 A/T /  Twin Ultra Performance 2025,2299000.0,61000.0,2360000.0,2025-05-28,Volvo,EX30 A/T /  Twin Ultra Performance 2025
Volvo EX30 A/T / Twin Plus Performance 2025,2195000.0,75000.0,2270000.0,2025-05-28,Volvo,EX30 A/T / Twin Plus Performance 2025
Volvo EX30 A/T / Single Ultra Extended Range 2025,2150000.0,80000.0,2230000.0,2025-05-28,Volvo,EX30 A/T / Single Ultra Extended Range 2025
Volvo EX30 A/T / Single PLUS Extended Range 2025,1995000.0,35000.0,2030000.0,2025-05-28,Volvo,EX30 A/T / Single PLUS Extended Range 2025
Chevrolet Optra A/T / Lt 2026,770000.0,20000.0,790000.0,2025-05-26,Chevrolet,Optra A/T / Lt 2026
Chevrolet Optra A/T / Ls 2026,745000.0,20000.0,765000.0,2025-05-26,Chevrolet,Optra A/T / Ls 2026
Hyundai Elantra AD A/T / Top Line 2025,1175000.0,-5000.0,1170000.0,2025-05-22,Hyundai,Elantra AD A/T / Top Line 2025
Hyundai Elantra AD A/T / Modern 2025,1070000.0,-5000.0,1065000.0,2025-05-22,Hyundai,Elantra AD A/T / Modern 2025
Hyundai Elantra AD A/T / Smart 2025,990000.0,-5000.0,985000.0,2025-05-22,Hyundai,Elantra AD A/T / Smart 2025
Jetour X70 Plus A/T / Luxury 2025,1379000.0,55000.0,1434000.0,2025-05-21,Jetour,X70 Plus A/T / Luxury 2025
Jetour Dashing A/T / Luxury 2025,1689000.0,-50000.0,1639000.0,2025-05-21,Jetour,Dashing A/T / Luxury 2025
Jetour Dashing A/T / Luxury 2025,1419000.0,20000.0,1439000.0,2025-05-21,Jetour,Dashing A/T / Luxury 2025
Jetour Dashing A/T / Luxury 2025,1519000.0,-100000.0,1419000.0,2025-05-21,Jetour,Dashing A/T / Luxury 2025
Jetour X70 Plus A/T / Luxury 2025,1479000.0,-100000.0,1379000.0,2025-05-21,Jetour,X70 Plus A/T / Luxury 2025
Jetour X90 Plus A/T / Luxury 2025,1764000.0,-100000.0,1664000.0,2025-05-21,Jetour,X90 Plus A/T / Luxury 2025
Exeed VX A/T / flagship 2025,3380000.0,-400000.0,2980000.0,2025-05-21,Exeed,VX A/T / flagship 2025
Exeed VX A/T / Luxury 2025,2980000.0,-300000.0,2680000.0,2025-05-21,Exeed,VX A/T / Luxury 2025
Exeed RX A/T / Flagship 2025,2780000.0,-400000.0,2380000.0,2025-05-21,Exeed,RX A/T / Flagship 2025
Exeed RX Automtic 2025,2380000.0,-400000.0,1980000.0,2025-05-21,Exeed,RX Automtic 2025
Hyundai Accent RB A/T / GL 2025,795000.0,-5000.0,790000.0,2025-05-21,Hyundai,Accent RB A/T / GL 2025
Hyundai Accent RB A/T / SR 2025,825000.0,-5000.0,820000.0,2025-05-21,Hyundai,Accent RB A/T / SR 2025
Hyundai Accent RB A/T / DAB ABS 2025,870000.0,-5000.0,865000.0,2025-05-21,Hyundai,Accent RB A/T / DAB ABS 2025
Hyundai Accent RB A/T / DAB ABS PLUS 2025,890000.0,-5000.0,885000.0,2025-05-21,Hyundai,Accent RB A/T / DAB ABS PLUS 2025
Hyundai Accent RB A/T / Highline 2025,925000.0,-5000.0,920000.0,2025-05-21,Hyundai,Accent RB A/T / Highline 2025
Haval H6 A/T / Top Line 2025,1580000.0,40000.0,1620000.0,2025-05-18,Haval,H6 A/T / Top Line 2025
Haval H6 A/T / Deluxe SR 2025,1460000.0,40000.0,1500000.0,2025-05-18,Haval,H6 A/T / Deluxe SR 2025
Haval H6 A/T / Deluxe 2025,1430000.0,40000.0,1470000.0,2025-05-18,Haval,H6 A/T / Deluxe 2025
Haval H6 A/T / Standard 2025,1310000.0,40000.0,1350000.0,2025-05-18,Haval,H6 A/T / Standard 2025
Haval H6 HEV A/T / High Deluxe 2025,1795000.0,-20000.0,1775000.0,2025-05-18,Haval,H6 HEV A/T / High Deluxe 2025
Skoda Kodiaq A/T / Sportline 2025,3500000.0,-201000.0,3299000.0,2025-05-18,Skoda,Kodiaq A/T / Sportline 2025
Skoda Kodiaq A/T / Suite 2025,3300000.0,-201000.0,3099000.0,2025-05-18,Skoda,Kodiaq A/T / Suite 2025
Skoda Kodiaq A/T / Lounge 2025,3000000.0,-201000.0,2799000.0,2025-05-18,Skoda,Kodiaq A/T / Lounge 2025
Skoda Kodiaq A/T / Loft 2025,2700000.0,-151000.0,2549000.0,2025-05-18,Skoda,Kodiaq A/T / Loft 2025
Skoda Octavia A8 A/T / Suite 2025,2400000.0,-201000.0,2199000.0,2025-05-18,Skoda,Octavia A8 A/T / Suite 2025
Skoda Octavia A8 A/T / Lounge 2025,2200000.0,-201000.0,1999000.0,2025-05-18,Skoda,Octavia A8 A/T / Lounge 2025
Skoda Octavia A8 A/T / Loft 2025,2000000.0,-201000.0,1799000.0,2025-05-18,Skoda,Octavia A8 A/T / Loft 2025
Renault Megane A/T / Signature 2025,1510000.0,-160000.0,1350000.0,2025-05-15,Renault,Megane A/T / Signature 2025
Renault Megane A/T / Dynamic 2025,1400000.0,-150000.0,1250000.0,2025-05-15,Renault,Megane A/T / Dynamic 2025
Renault Megane A/T / Signature Turbo 2025,1610000.0,-160000.0,1450000.0,2025-05-15,Renault,Megane A/T / Signature Turbo 2025
Seat Ateca A/T / FR 2025,2025000.0,-76000.0,1949000.0,2025-05-13,Seat,Ateca A/T / FR 2025
Seat Ateca A/T / Style Plus 2025,1825000.0,-76000.0,1749000.0,2025-05-13,Seat,Ateca A/T / Style Plus 2025
Seat Leon A/T / Advance 2025,1625000.0,-126000.0,1499000.0,2025-05-13,Seat,Leon A/T / Advance 2025
Seat Arona A/T / Experience 2025,1370000.0,-51000.0,1319000.0,2025-05-13,Seat,Arona A/T / Experience 2025
Seat Ibiza A/T / Black Series 2025,1370000.0,-31000.0,1339000.0,2025-05-13,Seat,Ibiza A/T / Black Series 2025
Seat Ibiza A/T / FR 2025,1320000.0,-51000.0,1269000.0,2025-05-13,Seat,Ibiza A/T / FR 2025
Seat Ibiza A/T / Reference 2025,1120000.0,-51000.0,1069000.0,2025-05-13,Seat,Ibiza A/T / Reference 2025
Cupra Leon Automatic 2025,1899000.0,-100000.0,1799000.0,2025-05-13,Cupra,Leon Automatic 2025
Citroën C5 Aircross A/T / FEEL / with out sunroof 2025,1865000.0,-195000.0,1670000.0,2025-05-13,Citroën,C5 Aircross A/T / FEEL / with out sunroof 2025
Hyundai Tucson A/T / N-Line 2025,2425000.0,-75000.0,2350000.0,2025-05-04,Hyundai,Tucson A/T / N-Line 2025
Baic X55 A/T / Premium 2025,1414900.0,100000.0,1514900.0,2025-04-28,Baic,X55 A/T / Premium 2025
Baic X55 A/T / Top Line 2025,1294900.0,95000.0,1389900.0,2025-04-28,Baic,X55 A/T / Top Line 2025
Baic X55 A/T / Highline 2025,1194900.0,95000.0,1289900.0,2025-04-28,Baic,X55 A/T / Highline 2025
Baic U5 plus A/T / Top Line 2025,899900.0,75000.0,974900.0,2025-04-28,Baic,U5 plus A/T / Top Line 2025
Baic U5 plus A/T / Highline 2025,799900.0,75000.0,874900.0,2025-04-28,Baic,U5 plus A/T / Highline 2025
Cupra Terramar AT / CONTROL 2025,2450000.0,89000.0,2539000.0,2025-04-26,Cupra,Terramar AT / CONTROL 2025
Opel Grandland A/T / Top Line+ 2025,2099990.0,100000.0,2199990.0,2025-04-24,Opel,Grandland A/T / Top Line+ 2025
Opel Grandland A/T / Top Line 2025,1949990.0,100000.0,2049990.0,2025-04-24,Opel,Grandland A/T / Top Line 2025
Opel Grandland A/T / Highline 2025,1849990.0,100000.0,1949990.0,2025-04-24,Opel,Grandland A/T / Highline 2025
Geely Cool Ray A/T / Sport (AUTO MOBILITY) Local simplified 2025,1270000.0,29000.0,1299000.0,2025-04-22,Geely,Cool Ray A/T / Sport (AUTO MOBILITY) Local simplified 2025
Geely Cool Ray A/T / Premium ( AUTO MOBILITY) Local simplified 2025,1170000.0,29000.0,1199000.0,2025-04-22,Geely,Cool Ray A/T / Premium ( AUTO MOBILITY) Local simplified 2025
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,1070000.0,29000.0,1099000.0,2025-04-22,Geely,Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025
Geely Emgrand Automtic / Luxury /  ( AUTO MOBILITY)Local simplified 2025,970000.0,29000.0,999000.0,2025-04-22,Geely,Emgrand Automtic / Luxury /  ( AUTO MOBILITY)Local simplified 2025
Geely Emgrand Automatic / Comfort /  ( AUTO MOBILITY)Local simplified 2025,850000.0,29000.0,879000.0,2025-04-22,Geely,Emgrand Automatic / Comfort /  ( AUTO MOBILITY)Local simplified 2025
Geely GX3 Pro A/T / Premium (AUTO MOBILITY) 2025,925000.0,-75100.0,849900.0,2025-04-22,Geely,GX3 Pro A/T / Premium (AUTO MOBILITY) 2025
Geely Starray A/T / Sport +( AUTO MOBILITY) 2025,2029000.0,-150000.0,1879000.0,2025-04-22,Geely,Starray A/T / Sport +( AUTO MOBILITY) 2025
